work_id,added_at,offer_url,position_name,company_name,company_location,type_of_contract,work_schedule,work_modes,employment_level,immediate_employment,ukrainian_without_polish_language,vacancies
12857,2022-12-02 13:46:35.668238+01,"https://www.pracuj.pl/praca/devops-engineer-warszawa,oferta,1002199928?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",DevOps Engineer,Ziflow Limited,Warszawa,Kontrakt B2B,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
13683,2022-12-02 13:47:02.919357+01,"https://www.pracuj.pl/praca/it-support-manager-warszawa,oferta,1002225125?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",IT Support Manager,Michael Page,Warszawa,Umowa o pracę,Pełny etat,,Menedżer,,,
13749,2022-12-02 13:47:05.52579+01,"https://www.pracuj.pl/praca/supply-chain-manager-mazowieckie,oferta,9582288?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Supply Chain Manager,HR Consulting,mazowieckie,Umowa o pracę,Pełny etat,praca stacjonarna,Menedżer,,,
13750,2022-12-02 13:47:05.52776+01,"https://www.pracuj.pl/praca/senior-accountant-warszawa,oferta,1002247360?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Accountant,Devire,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Starszy specjalista (Senior),,,
14858,2022-12-02 13:47:43.446961+01,"https://www.pracuj.pl/praca/c-embedded-engineer-masovian,oferta,9494055?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",C Embedded Engineer,Nokia,mazowieckie,Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
19195,2022-12-02 13:50:19.447609+01,"https://www.pracuj.pl/praca/dostawca-kierowca-piaseczno,oferta,1002196356?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Dostawca/Kierowca,Auchan,Piaseczno,Umowa o pracę,Pełny etat,praca mobilna,Pracownik fizyczny,,,
20450,2022-12-02 13:51:02.635593+01,"https://www.pracuj.pl/praca/handlowiec-mazowieckie,oferta,9522953?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Handlowiec,Jaf Polska Sp. z o.o.,mazowieckie,Umowa o pracę,Pełny etat,praca mobilna,Specjalista (Mid / Regular),,,
12675,2022-12-02 13:46:31.10912+01,"https://www.pracuj.pl/praca/doradca-czyni-klienta-mazowieckie,oferta,9570853?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca/czyni Klienta,OFFICE SERVICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,mazowieckie,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca mobilna,Specjalista (Mid / Regular),,,
12676,2022-12-02 13:46:31.132908+01,"https://www.pracuj.pl/praca/sprzedawca-lada-praga-poludnie-warszawa-gen-romana-abrahama-1,oferta,1002232692?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Sprzedawca-Lada Praga Południe,Biedronka (Jeronimo Martins Polska S.A.),"Warszawa, Praga-Południe",Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,
12677,2022-12-02 13:46:31.136568+01,"https://www.pracuj.pl/praca/doradczyni-doradca-klienta-premium-warszawa-marcina-kasprzaka-2,oferta,1002250632?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradczyni / Doradca Klienta Premium,BNP Paribas Bank Polska S.A.,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca stacjonarna,"Starszy specjalista (Senior), Ekspert",,,
12678,2022-12-02 13:46:31.139819+01,"https://www.pracuj.pl/praca/regionalny-przedstawiciel-handlowy-piaseczno-kineskopowa-1,oferta,1002250630?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Regionalny przedstawiciel handlowy,Kee Safety Sp. z o. o.,Piaseczno,Umowa o pracę,Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),praca od zaraz,,
12679,2022-12-02 13:46:31.14301+01,"https://www.pracuj.pl/praca/magazynier-ozarow-mazowiecki-poznanska-129,oferta,1002250629?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Magazynier,MULTI-COLOR WARSAW POLAND S.A.,Ożarów Mazowiecki,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,
12680,2022-12-02 13:46:31.145679+01,"https://www.pracuj.pl/praca/specjalista-ds-kadr-mazowieckie,oferta,9577071?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. Kadr,ALAB laboratoria Sp z o.o.,mazowieckie,Umowa o pracę,Pełny etat,praca stacjonarna,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",,,
12681,2022-12-02 13:46:31.148168+01,"https://www.pracuj.pl/praca/asystent-recepcjonista-asystentka-recepcjonistka-warszawa-zlota-59,oferta,1002250628?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent-Recepcjonista / Asystentka-Recepcjonistka,Multi Poland Sp. z o.o.,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,praca stacjonarna,"Asystent, Młodszy specjalista (Junior)",,,
12682,2022-12-02 13:46:31.150463+01,"https://www.pracuj.pl/praca/seo-content-manager-mazowieckie,oferta,9567434?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",SEO Content Manager,Grupa Mediowa Time,mazowieckie,Umowa o pracę,Pełny etat,praca zdalna,Menedżer,,,
12683,2022-12-02 13:46:31.15281+01,"https://www.pracuj.pl/praca/radca-prawny-warszawa,oferta,1002230013?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Radca Prawny,HOME CREDIT GROUP Finanse i Nieruchomości sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
12684,2022-12-02 13:46:31.155423+01,"https://www.pracuj.pl/praca/asystent-w-zespole-audytu-warszawa-orzycka-6,oferta,1002250614?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent w zespole audytu,PKF Consult Spółka z ograniczoną odpowiedzialnością Sp. k.,"Warszawa, Mokotów","Umowa o pracę, Umowa zlecenie, Kontrakt B2B",Pełny etat,"praca stacjonarna, praca hybrydowa",Asystent,praca od zaraz,,szukamy wielu kandydatów
12685,2022-12-02 13:46:31.158+01,"https://www.pracuj.pl/praca/technical-manager-warszawa,oferta,1002250612?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Technical Manager,Peal Consulting,Warszawa,Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa","Starszy specjalista (Senior), Ekspert",,,
12686,2022-12-02 13:46:31.160235+01,"https://www.pracuj.pl/praca/samodzielna-y-ksiegowa-y-warszawa,oferta,1002227039?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Samodzielna/y Księgowa/y,FK Partner Sp. z o.o.,Warszawa,Kontrakt B2B,Pełny etat,"praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),,,
12687,2022-12-02 13:46:31.162458+01,"https://www.pracuj.pl/praca/specjalista-w-zespole-rozwoju-innowacji-w-samorzadach-warszawa,oferta,1002230000?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista w Zespole Rozwoju Innowacji w Samorządach,Polski Fundusz Rozwoju S.A.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
12688,2022-12-02 13:46:31.164673+01,"https://www.pracuj.pl/praca/internal-auditor-europe-warszawa,oferta,1002235191?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Internal Auditor Europe,Inchcape Motor Polska Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
12689,2022-12-02 13:46:31.167672+01,"https://www.pracuj.pl/praca/personnel-administration-and-payroll-specialist-with-slovak-masovian,oferta,9593599?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Personnel Administration and Payroll Specialist with Slovak,Ingka Business Service Center sp. z o.o.,mazowieckie,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
12690,2022-12-02 13:46:31.17002+01,"https://www.pracuj.pl/praca/koordynator-ds-projektow-audytorskich-warszawa-orzycka-6,oferta,1002250606?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Koordynator ds. projektów audytorskich,PKF Consult Spółka z ograniczoną odpowiedzialnością Sp. k.,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,Kierownik / Koordynator,,,szukamy wielu kandydatów
12691,2022-12-02 13:46:31.172425+01,"https://www.pracuj.pl/praca/business-developer-warszawa,oferta,1002250601?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Business Developer,Orbico Sp. z o.o. oddział FMCG,Warszawa,Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
12692,2022-12-02 13:46:31.174714+01,"https://www.pracuj.pl/praca/doradca-klienta-pracownik-dzialu-obslugi-klienta-warszawa,oferta,1002196813?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca Klienta - Pracownik Działu Obsługi Klienta,Soltec sp. z o.o. sp. k.,Warszawa,Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
12693,2022-12-02 13:46:31.176832+01,"https://www.pracuj.pl/praca/supply-planner-warszawa,oferta,1002217842?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Supply Planner,Hays Poland,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,
12694,2022-12-02 13:46:31.179003+01,"https://www.pracuj.pl/praca/cp-head-of-marketing-central-europe-warszawa,oferta,1002220484?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",CP Head of Marketing Central Europe,Syngenta,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Kierownik / Koordynator,,,
12695,2022-12-02 13:46:31.181359+01,"https://www.pracuj.pl/praca/kurier-ozarow-mazowiecki,oferta,1002250594?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kurier,BARBORA POLSKA Sp. z o.o.,Ożarów Mazowiecki,Umowa o pracę,Pełny etat,praca mobilna,Pracownik fizyczny,,,
12696,2022-12-02 13:46:31.183734+01,"https://www.pracuj.pl/praca/przedstawiciel-handlowy-mazowieckie,oferta,9593572?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Przedstawiciel handlowy,Karlik Elektrotechnik Sp. z o.o.,mazowieckie,Umowa o pracę,Pełny etat,praca mobilna,Specjalista (Mid / Regular),praca od zaraz,,
12697,2022-12-02 13:46:31.18599+01,"https://www.pracuj.pl/praca/material-planner-warszawa,oferta,1002217838?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Material Planner,Hays Poland,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,
12698,2022-12-02 13:46:31.188222+01,"https://www.pracuj.pl/praca/specjalista-audytor-ds-zapewnienia-jakosci-warszawa-pulawska-111-b,oferta,1002250591?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista \ Audytor ds. zapewnienia jakości,Bank Pocztowy S.A.,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,"praca hybrydowa, praca zdalna","Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
12699,2022-12-02 13:46:31.190611+01,"https://www.pracuj.pl/praca/administrator-systemow-it-warszawa-czerniakowska-87a,oferta,1002227024?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Administrator Systemów IT,Polski Standard Płatności Sp. z o.o.,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
12700,2022-12-02 13:46:31.192941+01,"https://www.pracuj.pl/praca/praktykant-w-dziale-finansowym-warszawa,oferta,1002250590?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Praktykant w Dziale Finansowym,Glenmark Pharmaceuticals Sp. z o.o.,Warszawa,Umowa o staż / praktyki,,praca stacjonarna,Praktykant / Stażysta,,,
12701,2022-12-02 13:46:31.195139+01,"https://www.pracuj.pl/praca/elektromechanik-wola-mrokowska-pow-piaseczynski-aleja-krakowska-10,oferta,1002250589?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Elektromechanik,ALNOR Systemy Wentylacji Sp. z o.o.,Wola Mrokowska (pow. piaseczyński),Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
12702,2022-12-02 13:46:31.197832+01,"https://www.pracuj.pl/praca/frontend-developer-masovian,oferta,9526960?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Frontend Developer,DEVQUBE sp. z o.o.,mazowieckie,"Umowa o pracę, Umowa zlecenie, Kontrakt B2B",Pełny etat,"praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),praca od zaraz,,
12703,2022-12-02 13:46:31.200389+01,"https://www.pracuj.pl/praca/tester-warszawa-koszykowa-54,oferta,1002229972?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Tester,Sollers Consulting,"Warszawa, Śródmieście","Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,szukamy wielu kandydatów
12704,2022-12-02 13:46:31.202635+01,"https://www.pracuj.pl/praca/kierownik-ds-rozwoju-kategorii-warszawa-bobrowiecka-8,oferta,1002250586?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierownik ds. Rozwoju Kategorii,Grupa Spółek Danone Polska,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,Kierownik / Koordynator,praca od zaraz,,
12705,2022-12-02 13:46:31.20514+01,"https://www.pracuj.pl/praca/magister-farmacji-wolomin-gdynska-1-3,oferta,1002250585?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Magister farmacji,Szpital Matki Bożej Nieustającej Pomocy w Wołominie,Wołomin,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
12706,2022-12-02 13:46:31.207419+01,"https://www.pracuj.pl/praca/starszy-specjalista-starsza-specjalistka-ds-kontraktowania-i-rozliczen-nfz-wolomin,oferta,1002250581?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Starszy specjalista / Starsza specjalistka ds. kontraktowania i rozliczeń NFZ,Szpital Matki Bożej Nieustającej Pomocy w Wołominie,Wołomin,Umowa o pracę,Część etatu,praca stacjonarna,Starszy specjalista (Senior),,,
12707,2022-12-02 13:46:31.210603+01,"https://www.pracuj.pl/praca/mechanik-utrzymania-ruchu-wola-mrokowska-pow-piaseczynski-aleja-krakowska-10,oferta,1002250579?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Mechanik Utrzymania Ruchu,ALNOR Systemy Wentylacji Sp. z o.o.,Wola Mrokowska (pow. piaseczyński),Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
12708,2022-12-02 13:46:31.213933+01,"https://www.pracuj.pl/praca/zastepca-kierownika-dzialu-warszawa-przylesie-3,oferta,1002220473?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Zastępca Kierownika Działu,Transgourmet Polska Sp. z o.o.,"Warszawa, Białołęka",Umowa o pracę,Pełny etat,praca stacjonarna,Kierownik / Koordynator,,,
12709,2022-12-02 13:46:31.216461+01,"https://www.pracuj.pl/praca/junior-java-developer-warszawa-koszykowa-54,oferta,1002229965?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Junior Java Developer,Sollers Consulting,"Warszawa, Śródmieście","Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,Młodszy specjalista (Junior),,,szukamy wielu kandydatów
12710,2022-12-02 13:46:31.218781+01,"https://www.pracuj.pl/praca/5g-trials-pilots-working-student-masovian,oferta,9570765?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",5G Trials & Pilots Working Student,Nokia,mazowieckie,Umowa zlecenie,"Część etatu, Pełny etat",praca zdalna,Praktykant / Stażysta,,,
12711,2022-12-02 13:46:31.220974+01,"https://www.pracuj.pl/praca/kierowca-kat-b-auta-dostawcze-klaudyn-pow-warszawski-zachodni,oferta,1002250576?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierowca kat. B (auta dostawcze),PDF SLAWEX Sp. z o.o.,Klaudyn (pow. warszawski zachodni),Kontrakt B2B,Pełny etat,praca mobilna,Pracownik fizyczny,,,
12712,2022-12-02 13:46:31.2234+01,"https://www.pracuj.pl/praca/przedstawiciel-handlowy-branza-beauty-warszawa,oferta,1002212367?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Przedstawiciel Handlowy – branża Beauty,Beauty World Nashi Argan,Warszawa,Umowa o pracę,Pełny etat,praca mobilna,Specjalista (Mid / Regular),,,
12713,2022-12-02 13:46:31.225728+01,"https://www.pracuj.pl/praca/business-analyst-warszawa-koszykowa-54,oferta,1002229946?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Business Analyst,Sollers Consulting,"Warszawa, Śródmieście","Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",,,szukamy wielu kandydatów
12714,2022-12-02 13:46:32.391021+01,"https://www.pracuj.pl/praca/inzynier-automatyk-ds-uruchomien-warszawa-kolektorska-15,oferta,1002235140?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Inżynier Automatyk ds. uruchomień,KNAPP POLSKA Sp. z o.o.,"Warszawa, Bielany",Umowa o pracę,Pełny etat,praca hybrydowa,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,szukamy wielu kandydatów / wakaty: 2
12715,2022-12-02 13:46:32.394236+01,"https://www.pracuj.pl/praca/specjalista-ds-analiz-cen-warszawa,oferta,1002250549?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. analiz cen,Carrefour Polska Sp z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
12716,2022-12-02 13:46:32.396331+01,"https://www.pracuj.pl/praca/senior-e2e-planner-warszawa,oferta,1002171004?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior E2E Planner,Imperial Brands,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
12717,2022-12-02 13:46:32.398352+01,"https://www.pracuj.pl/praca/operations-support-applications-team-leader-warszawa,oferta,1002202902?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Operations Support Applications Team Leader,Cellnex Poland Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Kierownik / Koordynator,praca od zaraz,,
12718,2022-12-02 13:46:32.400484+01,"https://www.pracuj.pl/praca/glowny-specjalista-w-departamencie-nowych-technologii-i-rozwoju-warszawa,oferta,1002220456?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Główny Specjalista w Departamencie Nowych Technologii i Rozwoju,Bank Pekao,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
12719,2022-12-02 13:46:32.402433+01,"https://www.pracuj.pl/praca/power-platform-lead-warszawa,oferta,1002229934?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Power Platform Lead,PwC,Warszawa,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,"Starszy specjalista (Senior), Ekspert",,,
12720,2022-12-02 13:46:32.404886+01,"https://www.pracuj.pl/praca/kupiec-capex-warszawa,oferta,1002250539?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kupiec - Capex,Carrefour Polska Sp z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
12721,2022-12-02 13:46:32.40688+01,"https://www.pracuj.pl/praca/lead-data-architect-market-analytics-warszawa,oferta,1002250535?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Lead Data Architect - Market Analytics,Bayer,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Kierownik / Koordynator,,,
12722,2022-12-02 13:46:32.408994+01,"https://www.pracuj.pl/praca/kierownik-stacji-paliw-warszawa-wolska-195,oferta,1002250531?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierownik Stacji Paliw,SHELL MOBILITY POLSKA Sp. z o.o.,"Warszawa, Wola",Kontrakt B2B,Pełny etat,praca stacjonarna,Kierownik / Koordynator,,,
12723,2022-12-02 13:46:32.411228+01,"https://www.pracuj.pl/praca/corporate-global-finance-business-management-summer-internship-warszawa-aleja-jana-pawla-ii-19,oferta,1002250530?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Corporate - Global Finance & Business Management - Summer Internship,J.P. Morgan Poland Services sp. z o.o.,"Warszawa, Wola",Umowa o staż / praktyki,Pełny etat,praca hybrydowa,Praktykant / Stażysta,,Робота для іноземців,szukamy wielu kandydatów
12724,2022-12-02 13:46:32.413889+01,"https://www.pracuj.pl/praca/solution-architect-warszawa,oferta,1002214942?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Solution Architect,SoftServe,Warszawa,Kontrakt B2B,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
12725,2022-12-02 13:46:32.416294+01,"https://www.pracuj.pl/praca/ksiegowy-ksiegowa-sulejowek-szklarniowa-49,oferta,1002250523?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Księgowy / Księgowa,CAROLINA SSC sp. z o.o.,Sulejówek,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,szukamy wielu kandydatów / wakaty: 2
12726,2022-12-02 13:46:32.41868+01,"https://www.pracuj.pl/praca/senior-big-data-engineer-python-%2b-aws-warszawa,oferta,1002214928?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Big Data Engineer (Python + AWS),SoftServe,Warszawa,Kontrakt B2B,Pełny etat,praca zdalna,Starszy specjalista (Senior),,,
12727,2022-12-02 13:46:32.421739+01,"https://www.pracuj.pl/praca/senior-big-data-engineer-snowflake-warszawa,oferta,1002214920?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Big Data Engineer (Snowflake),SoftServe,Warszawa,Kontrakt B2B,Pełny etat,praca zdalna,Starszy specjalista (Senior),,,
12728,2022-12-02 13:46:32.424106+01,"https://www.pracuj.pl/praca/ekspert-ds-hydrogeologii-warszawa-aleje-jerozolimskie-146b,oferta,1002229909?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Ekspert ds. Hydrogeologii,Polskie Elektrownie Jądrowe Sp. z o.o.,"Warszawa, Ochota",Umowa o pracę,Pełny etat,praca stacjonarna,Ekspert,praca od zaraz,,
12729,2022-12-02 13:46:32.426423+01,"https://www.pracuj.pl/praca/product-manager-ai-ml-warszawa,oferta,1002214912?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Product Manager (AI/ML),SoftServe,Warszawa,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,"Kierownik / Koordynator, Menedżer",,,
12730,2022-12-02 13:46:32.428892+01,"https://www.pracuj.pl/praca/azure-senior-lead-devops-cloud-architect-warszawa,oferta,1002214900?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Azure Senior/Lead DevOps/Cloud Architect,SoftServe,Warszawa,Kontrakt B2B,Pełny etat,praca zdalna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
12731,2022-12-02 13:46:32.431618+01,"https://www.pracuj.pl/praca/ekspert-ds-jakosci-warszawa-annopol-6b,oferta,1002220448?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Ekspert ds. Jakości,ANPHARM Przedsiębiorstwo Farmaceutyczne S.A.,"Warszawa, Białołęka",Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa",Ekspert,praca od zaraz,,szukamy wielu kandydatów
12732,2022-12-02 13:46:32.434069+01,"https://www.pracuj.pl/praca/change-manager-warszawa,oferta,1002220446?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Change Manager,Randstad Polska Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca zdalna,"Kierownik / Koordynator, Menedżer",,,
12733,2022-12-02 13:46:32.436313+01,"https://www.pracuj.pl/praca/administrator-aplikacji-i-systemow-it-administratorka-aplikacji-i-systemow-it-warszawa-prosta-68,oferta,1002196737?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Administrator Aplikacji i Systemów IT/ Administratorka Aplikacji i Systemów IT,Grupa Pracuj,"Warszawa, Wola","Umowa o pracę, Kontrakt B2B",Pełny etat,"praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),,,
12734,2022-12-02 13:46:32.438692+01,"https://www.pracuj.pl/praca/senior-devops-engineer-kubernetes-warszawa,oferta,1002214885?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior DevOps Engineer (Kubernetes),SoftServe,Warszawa,Kontrakt B2B,Pełny etat,praca zdalna,Starszy specjalista (Senior),,,
12735,2022-12-02 13:46:32.441178+01,"https://www.pracuj.pl/praca/sales-export-import-manager-in-eu-warszawa,oferta,1002220440?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Sales Export - Import Manager in EU,AVANGARDCO,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
12736,2022-12-02 13:46:32.443228+01,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-finansow-warszawa-domaniewska-39,oferta,1002226983?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy Specjalista ds. Finansów,PAYPO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,Młodszy specjalista (Junior),,,
12737,2022-12-02 13:46:32.445325+01,"https://www.pracuj.pl/praca/ksiegowa-ksiegowy-grodzisk-mazowiecki,oferta,1002250504?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Księgowa/Księgowy,AL FAKHER FACTORY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Grodzisk Mazowiecki,Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
12738,2022-12-02 13:46:32.44813+01,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-administracji-magazynowej-grodzisk-mazowiecki,oferta,1002250503?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy specjalista ds. administracji magazynowej,AL FAKHER FACTORY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Grodzisk Mazowiecki,Umowa o pracę,Pełny etat,,Młodszy specjalista (Junior),,,
