work_id,added_at,offer_url,position_name,company_name,company_location,type_of_contract,work_schedule,work_modes,employment_level,immediate_employment,ukrainian_without_polish_language,vacancies
22412,2022-12-02 13:52:09.322787+01,"https://www.pracuj.pl/praca/referent-warszawa,oferta,1002187161?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Referent,AMLUX Sp. z o.o.,"Warszawa, Ochota","Umowa o pracę, Umowa zlecenie",Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
22413,2022-12-02 13:52:09.324768+01,"https://www.pracuj.pl/praca/ksiegowy-ksiegowa-warszawa-rektorska-4,oferta,1002229881?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Księgowy / Księgowa,INSTYTUT BADAŃ STOSOWANYCH POLITECHNIKI WARSZAWSKIEJ sp. z o.o.,"Warszawa, Śródmieście",Umowa o pracę,"Część etatu, Pełny etat",praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
22414,2022-12-02 13:52:09.326546+01,"https://www.pracuj.pl/praca/inzynier-instalacji-plc-warszawa,oferta,1002229871?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Inżynier Instalacji (PLC),NUCTECH WARSAW COMPANY LIMITED SP.Z O.O.,Warszawa,Umowa o pracę,Pełny etat,praca mobilna,Specjalista (Mid / Regular),,,
22415,2022-12-02 13:52:09.328799+01,"https://www.pracuj.pl/praca/testerka-oprogramowania-tester-oprogramowania-warszawa,oferta,1002229863?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Testerka Oprogramowania/Tester Oprogramowania,VeloBank S.A.,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),praca od zaraz,,
22416,2022-12-02 13:52:09.331433+01,"https://www.pracuj.pl/praca/ekspert-ds-aplikacji-sklepowych-warszawa,oferta,1002187147?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Ekspert ds. Aplikacji Sklepowych,HEBE Jeronimo Martins Drogerie i Farmacja,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca stacjonarna,"Starszy specjalista (Senior), Ekspert",,,
22417,2022-12-02 13:52:09.333563+01,"https://www.pracuj.pl/praca/chief-accountant-finance-manager-warszawa-wybrzeze-gdynskie-6b,oferta,1002229859?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Chief Accountant - Finance Manager,"""OLAM POLSKA"" sp. z o.o.","Warszawa, Żoliborz",Umowa o pracę,Pełny etat,praca hybrydowa,"Kierownik / Koordynator, Menedżer",praca od zaraz,,
22418,2022-12-02 13:52:09.335502+01,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-ksiegowosci-ozarow-mazowiecki,oferta,1002229857?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy specjalista / Młodsza specjalistka ds. księgowości,PROFESSTAX JURKOWSKA KATARZYNA,Ożarów Mazowiecki,Umowa o pracę,Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),praca od zaraz,,
22419,2022-12-02 13:52:09.337385+01,"https://www.pracuj.pl/praca/recepcjonistka-recepcjonista-warszawa-kosmatki-8,oferta,1002229850?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Recepcjonistka / Recepcjonista,V Hotel Warsaw,"Warszawa, Wawer",Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
22420,2022-12-02 13:52:09.339144+01,"https://www.pracuj.pl/praca/specjalista-ds-uruchomienia-i-serwisowania-elektronik-warszawa,oferta,1002189821?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. uruchomienia i serwisowania  – elektronik,PIT-RADWAR S.A.,"Warszawa, Praga-Południe",Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
22421,2022-12-02 13:52:10.446531+01,"https://www.pracuj.pl/praca/specjalista-ds-dokumentacji-i-analiz-warszawa,oferta,1002229816?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. dokumentacji i analiz,CARGOTOR Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
22422,2022-12-02 13:52:10.449556+01,"https://www.pracuj.pl/praca/specjalista-w-wydziale-wsparcia-teleinformatycznego-w-departamencie-informatyki-warszawa,oferta,1002189750?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista w Wydziale Wsparcia Teleinformatycznego w Departamencie Informatyki,Bankowy Fundusz Gwarancyjny,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),praca od zaraz,,
22423,2022-12-02 13:52:10.451527+01,"https://www.pracuj.pl/praca/head-of-data-analytics-warszawa,oferta,1002200013?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Head of Data & Analytics,Wyser Sp. z o.o.,Warszawa,Kontrakt B2B,Pełny etat,"praca hybrydowa, praca zdalna",Kierownik / Koordynator,praca od zaraz,,
22424,2022-12-02 13:52:10.45367+01,"https://www.pracuj.pl/praca/doradca-klienta-warszawa,oferta,1002189733?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca Klienta,Taranko Sp. z o.o.,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
22425,2022-12-02 13:52:10.455845+01,"https://www.pracuj.pl/praca/doradca-klienta-warszawa,oferta,1002189734?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca Klienta,Taranko Sp. z o.o.,"Warszawa, Bielany",Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
22426,2022-12-02 13:52:10.458175+01,"https://www.pracuj.pl/praca/doradca-klienta-warszawa,oferta,1002189732?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca Klienta,Taranko Sp. z o.o.,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
22427,2022-12-02 13:52:10.459901+01,"https://www.pracuj.pl/praca/prawnik-specjalista-z-zakresu-prawa-spolek-i-rynku-kapitalowego-warszawa,oferta,1002229801?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Prawnik - specjalista z zakresu prawa spółek i rynku kapitałowego,KWKR Konieczny Wierzbicki i Partnerzy S.K.A.,Warszawa,Kontrakt B2B,Pełny etat,"praca stacjonarna, praca hybrydowa","Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
22428,2022-12-02 13:52:10.461872+01,"https://www.pracuj.pl/praca/senior-managerka-manager-techniczna-y-ds-oze-warszawa,oferta,1002229799?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Managerka/Manager Techniczna/y ds. OZE,Żabka Polska,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Menedżer,,,
22429,2022-12-02 13:52:10.463845+01,"https://www.pracuj.pl/praca/qa-engineer-warszawa,oferta,1002187023?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",QA Engineer,ERGO Technology & Services S.A.,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),praca od zaraz,,
22430,2022-12-02 13:52:10.465906+01,"https://www.pracuj.pl/praca/specjalista-inzynier-w-dziale-planowania-i-harmonogramow-warszawa,oferta,1002229791?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista Inżynier w dziale planowania i harmonogramów,Warbud S.A.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
22431,2022-12-02 13:52:10.468125+01,"https://www.pracuj.pl/praca/kierowca-zawodowy-c%2be-w-transporcie-miedzynarodowym-warszawa,oferta,1002187018?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierowca Zawodowy C+E w Transporcie Międzynarodowym,GOLDFINCH INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Warszawa,Umowa o pracę,Pełny etat,praca mobilna,Pracownik fizyczny,praca od zaraz,Робота для іноземців,
22432,2022-12-02 13:52:10.470085+01,"https://www.pracuj.pl/praca/specjalista-ds-obslugi-klienta-i-rozliczen-warszawa,oferta,1002189745?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. Obsługi Klienta i Rozliczeń,Zakład Energetyczny Użyteczności Publicznej S.A.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
22433,2022-12-02 13:52:10.471811+01,"https://www.pracuj.pl/praca/specjalista-starszy-specjalista-w-biurze-zgodnosci-warszawa-plac-sokratesa-starynkiewicza-5,oferta,1002229789?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista/Starszy Specjalista  w Biurze Zgodności,Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji w m. st. Warszawie Spółka Akcyjna,"Warszawa, Ochota",Umowa o pracę,Pełny etat,praca stacjonarna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
22434,2022-12-02 13:52:10.474049+01,"https://www.pracuj.pl/praca/inspektor-starszy-inspektor-specjalista-w-wydziale-rozwoju-sieci-kanalizacyjnej-warszawa-generala-mariusza-zaruskiego-4,oferta,1002229788?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Inspektor / Starszy Inspektor / Specjalista w Wydziale Rozwoju Sieci Kanalizacyjnej,Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji w m. st. Warszawie Spółka Akcyjna,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,praca stacjonarna,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,szukamy wielu kandydatów / wakaty: 2
22435,2022-12-02 13:52:10.475882+01,"https://www.pracuj.pl/praca/inzynier-ds-metodologii-warszawa,oferta,1002229784?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Inżynier ds. metodologii,Warbud S.A.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
22436,2022-12-02 13:52:10.477848+01,"https://www.pracuj.pl/praca/pracownik-do-dzialu-ksiegowosci-laski-pow-warszawski-zachodni,oferta,1002229779?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Pracownik do działu księgowości,HMC Witold Kołodziejczak,Laski (pow. warszawski zachodni),Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
22437,2022-12-02 13:52:10.481492+01,"https://www.pracuj.pl/praca/technolog-konstruktor-piaseczno,oferta,1002186985?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Technolog - Konstruktor,AYALA S.A.,Piaseczno,Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
22438,2022-12-02 13:52:10.484819+01,"https://www.pracuj.pl/praca/sales-operations-support-specialist-warszawa,oferta,1002189691?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Sales Operations Support Specialist,Groupon,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
22439,2022-12-02 13:52:10.486768+01,"https://www.pracuj.pl/praca/ksiegowy-ksiegowa-warszawa,oferta,1002229768?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Księgowy / Księgowa,KLINIKI ORTODONTYCZNE S.A.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
22440,2022-12-02 13:52:10.488493+01,"https://www.pracuj.pl/praca/ekspert-w-biurze-finansow-warszawa-nowy-swiat-4a,oferta,1002229767?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Ekspert w Biurze Finansów,Polska Grupa Zbrojeniowa Spółka Akcyjna,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,praca stacjonarna,Ekspert,,,
22441,2022-12-02 13:52:10.490871+01,"https://www.pracuj.pl/praca/planista-produkcji-pruszkow,oferta,1002186982?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Planista Produkcji,Lear Corporation Poland II Sp. z o.o. Oddział w Pruszkowie,Pruszków,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
22442,2022-12-02 13:52:10.49276+01,"https://www.pracuj.pl/praca/junior-marketing-specialist-warszawa,oferta,1002186983?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Junior Marketing Specialist,BWT Polska Sp. z o.o.,"Warszawa, Bemowo",Umowa o pracę,Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),,,
22443,2022-12-02 13:52:10.494675+01,"https://www.pracuj.pl/praca/sales-manager-warszawa-wrzesinska-12,oferta,1002229762?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Sales Manager,HSP MANAGEMENT sp. z o.o.,"Warszawa, Praga-Północ","Umowa o pracę, Kontrakt B2B",Pełny etat,"praca stacjonarna, praca hybrydowa",Menedżer,,,
22444,2022-12-02 13:52:10.49801+01,"https://www.pracuj.pl/praca/pracownik-telemarketingu-specjalista-ds-sprzedazy-telefonicznej-warszawa,oferta,1002189681?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Pracownik telemarketingu - specjalista ds. sprzedaży telefonicznej,TAXPRESS S.C.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
22445,2022-12-02 13:52:10.501736+01,"https://www.pracuj.pl/praca/doradca-klienta-warszawa,oferta,1002229759?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca klienta,NNLife TUnŻiR S.A.,Warszawa,Kontrakt B2B,"Część etatu, Dodatkowa / tymczasowa, Pełny etat","praca stacjonarna, praca hybrydowa, praca zdalna","Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,szukamy wielu kandydatów / wakaty: 5
22446,2022-12-02 13:52:10.503537+01,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-warszawa,oferta,1002229754?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Główna Księgowa/ Główny Księgowy,Michael Page,Warszawa,Umowa o pracę,Pełny etat,,Kierownik / Koordynator,,,
22447,2022-12-02 13:52:10.505471+01,"https://www.pracuj.pl/praca/senior-associate-m-a-warszawa,oferta,1002229753?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Associate - M&A,Michael Page,Warszawa,Kontrakt B2B,Pełny etat,,Starszy specjalista (Senior),,,
22448,2022-12-02 13:52:10.507601+01,"https://www.pracuj.pl/praca/automatyk-sokolow-pow-pruszkowski-sokolowska-32b,oferta,1002229750?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Automatyk,"""PRUSZYŃSKI"" sp. z o.o.",Sokołów (pow. pruszkowski),Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
22449,2022-12-02 13:52:10.510872+01,"https://www.pracuj.pl/praca/specjalist-ka-ds-ksiegowosci-z-j-francuskim-dzial-r2r-mazowieckie,oferta,9570492?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalist(ka) ds. Księgowości z j. francuskim (dział R2R),SGS,mazowieckie,Umowa o pracę,Pełny etat,praca hybrydowa,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,Робота для іноземців,szukamy wielu kandydatów
22450,2022-12-02 13:52:10.515511+01,"https://www.pracuj.pl/praca/accounting-manager-warszawa,oferta,1002186961?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Accounting Manager,MDDP Outsourcing,"Warszawa, Wola","Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,Menedżer,,,
22451,2022-12-02 13:52:10.519007+01,"https://www.pracuj.pl/praca/investment-specialist-ds-oze-warszawa,oferta,1002229746?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Investment Specialist ds. OZE,Żabka Polska,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
22452,2022-12-02 13:52:10.521345+01,"https://www.pracuj.pl/praca/ambasador-marki-mazowieckie,oferta,9570476?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Ambasador Marki,Lord of Taste,mazowieckie,Kontrakt B2B,Pełny etat,praca hybrydowa,Młodszy specjalista (Junior),praca od zaraz,,
22453,2022-12-02 13:52:10.523457+01,"https://www.pracuj.pl/praca/sales-operations-excellence-manager-warszawa,oferta,1002186949?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Sales Operations Excellence Manager,Klient Pracuj.pl,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Menedżer,,,
22454,2022-12-02 13:52:10.525791+01,"https://www.pracuj.pl/praca/specjalista-ds-rozliczen-produkcji-blonie,oferta,1002186950?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. Rozliczeń Produkcji,Dawtona Sp. z o.o.,Błonie,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
22455,2022-12-02 13:52:10.527671+01,"https://www.pracuj.pl/praca/it-service-desk-technician-ozarow-mazowiecki-poznanska-172,oferta,1002189645?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",IT Service Desk Technician,Keller Polska Sp. z o.o,Ożarów Mazowiecki,Umowa o pracę,Pełny etat,praca hybrydowa,"Asystent, Młodszy specjalista (Junior)",praca od zaraz,,
22456,2022-12-02 13:52:10.530858+01,"https://www.pracuj.pl/praca/senior-research-executive-warszawa,oferta,1002229736?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Research Executive,iView Recruitment Sp. z o. o.,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Starszy specjalista (Senior),,,
22457,2022-12-02 13:52:10.532691+01,"https://www.pracuj.pl/praca/technik-farmacji-warszawa-wincentego-rzymowskiego-33,oferta,1002229735?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Technik farmacji,"""NAMEX. A. NAMIOTKO. SPÓŁKA JAWNA""","Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
22458,2022-12-02 13:52:10.534374+01,"https://www.pracuj.pl/praca/ap-accountant-with-english-warszawa,oferta,1002202691?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",AP Accountant with English,Talent Solutions,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
22459,2022-12-02 13:52:10.536171+01,"https://www.pracuj.pl/praca/administrator-systemow-informatycznych-warszawa-pulawska-39,oferta,1002229728?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Administrator Systemów Informatycznych,NetSupport,"Warszawa, Mokotów","Umowa o pracę, Kontrakt B2B",Pełny etat,"praca stacjonarna, praca zdalna",Specjalista (Mid / Regular),,,
22460,2022-12-02 13:52:10.537819+01,"https://www.pracuj.pl/praca/technik-ds-serwisu-i-instalacji-warszawa,oferta,1002189629?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Technik ds. Serwisu i Instalacji,GreenWay Polska Sp. z o.o.,"Warszawa, Włochy",Umowa o pracę,Pełny etat,praca mobilna,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",,,
22461,2022-12-02 13:52:11.612698+01,"https://www.pracuj.pl/praca/specjalistka-specjalista-w-zespole-obslugi-administracyjnej-nask-s-a-warszawa,oferta,1002189594?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalistka/Specjalista w Zespole Obsługi Administracyjnej NASK S.A.,NASK SPÓŁKA AKCYJNA,"Warszawa, Praga-Północ",Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),,,
22462,2022-12-02 13:52:11.615418+01,"https://www.pracuj.pl/praca/manager-ds-rozwoju-warszawa,oferta,1002186907?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Manager ds. Rozwoju,SGI Sp. z o.o.,"Warszawa, Śródmieście","Umowa o pracę, Kontrakt B2B",Pełny etat,praca stacjonarna,Menedżer,,,
22463,2022-12-02 13:52:11.617678+01,"https://www.pracuj.pl/praca/accounts-payable-clerk-warszawa,oferta,1002229648?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Accounts Payable Clerk,PLAN INTERNATIONAL,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,"Asystent, Młodszy specjalista (Junior)",praca od zaraz,,szukamy wielu kandydatów / wakaty: 4
22464,2022-12-02 13:52:11.619823+01,"https://www.pracuj.pl/praca/specjalista-starszy-specjalista-w-dziale-administracyjno-prawnym-warszawa,oferta,1002189574?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista/Starszy Specjalista w Dziale Administracyjno-Prawnym,Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji w m. st. Warszawie Spółka Akcyjna,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
22465,2022-12-02 13:52:11.622129+01,"https://www.pracuj.pl/praca/prawnik-prawniczka-z-doswiadczeniem-w-prawie-energetycznym-warszawa-jasna-14-16a,oferta,1002229647?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Prawnik/prawniczka  z doświadczeniem w prawie energetycznym,Eversheds Sutherland Łachowska-Brol Sp.k.,"Warszawa, Śródmieście","Umowa o pracę, Kontrakt B2B",Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),,,
22466,2022-12-02 13:52:11.624623+01,"https://www.pracuj.pl/praca/senior-front-end-angular-developer-warszawa,oferta,1002229642?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Front-end Angular Developer,Avenga Poland,Warszawa,"Umowa o pracę, Kontrakt B2B","Część etatu, Pełny etat",praca zdalna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,szukamy wielu kandydatów / wakaty: 3
22467,2022-12-02 13:52:11.626863+01,"https://www.pracuj.pl/praca/pracownik-biurowy-ksiazenice-pow-grodziski,oferta,1002237110?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Pracownik biurowy,Chorten Mazowsze,Książenice (pow. grodziski),Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
22468,2022-12-02 13:52:11.629093+01,"https://www.pracuj.pl/praca/specjalista-ds-walidacji-warszawa,oferta,1002229637?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. walidacji,Avenga Poland,Warszawa,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
22469,2022-12-02 13:52:11.631252+01,"https://www.pracuj.pl/praca/asystent-tka-biura-warszawa,oferta,1002186894?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent/tka Biura,Randstad Polska Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,"Asystent, Młodszy specjalista (Junior)",,,
22470,2022-12-02 13:52:11.633162+01,"https://www.pracuj.pl/praca/drukarz-pracownik-drukarni-cyfrowej-wielkoformatowej-warszawa,oferta,1002199831?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Drukarz (Pracownik Drukarni Cyfrowej - Wielkoformatowej﻿),APROJECT sp. z o.o.,"Warszawa, Ursynów",Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
22471,2022-12-02 13:52:11.635522+01,"https://www.pracuj.pl/praca/konsultant-ds-sprzedazy-i-utrzymania-klienta-warszawa,oferta,1002186884?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Konsultant ds. sprzedaży i utrzymania Klienta,Cinkciarz.pl Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),,,
22472,2022-12-02 13:52:11.637958+01,"https://www.pracuj.pl/praca/mlodszy-prawnik-mlodsza-prawniczka-warszawa,oferta,1002229626?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy prawnik / Młodsza prawniczka,Procontent Communication,Warszawa,"Umowa o pracę, Umowa zlecenie",Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),,,
22473,2022-12-02 13:52:11.640626+01,"https://www.pracuj.pl/praca/instalator-warszawa,oferta,1002229617?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Instalator,BIZON sp. z o.o.,Warszawa,"Umowa o pracę, Umowa o staż / praktyki",Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
22474,2022-12-02 13:52:11.642959+01,"https://www.pracuj.pl/praca/malarz-warszawa,oferta,1002229614?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Malarz,BIZON sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
22475,2022-12-02 13:52:11.64522+01,"https://www.pracuj.pl/praca/elektryk-warszawa,oferta,1002229612?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Elektryk,BIZON sp. z o.o.,Warszawa,Umowa o pracę,"Dodatkowa / tymczasowa, Pełny etat",praca stacjonarna,Pracownik fizyczny,,,
22476,2022-12-02 13:52:11.64753+01,"https://www.pracuj.pl/praca/glazurnik-warszawa,oferta,1002229606?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Glazurnik,BIZON sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
22477,2022-12-02 13:52:11.649762+01,"https://www.pracuj.pl/praca/technik-obiektu-zlota-raczka-warszawa,oferta,1002189551?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Technik obiektu / Złota rączka,MARK2 CORPORATION FM POLAND sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,szukamy wielu kandydatów
22478,2022-12-02 13:52:11.652179+01,"https://www.pracuj.pl/praca/zastepca-kierownika-sklepu-warszawa,oferta,1002229601?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Zastępca kierownika sklepu,HMC Witold Kołodziejczak,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Kierownik / Koordynator,praca od zaraz,,szukamy wielu kandydatów / wakaty: 3
22479,2022-12-02 13:52:11.654589+01,"https://www.pracuj.pl/praca/hydraulik-warszawa,oferta,1002229598?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Hydraulik,BIZON sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
