offer_url,position_name,company_name,company_location,type-of-contract,work-schedule,work-modes,employment-level,immediate-employment,ukrainian-without-polish-language,vacancies
"https://www.pracuj.pl/praca/administrator-baz-danych-sql-server-warszawa,oferta,1001992499?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Administrator baz danych SQL Server","
eService Sp. z o.o.
",Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
"https://www.pracuj.pl/praca/senior-python-developer-warszawa,oferta,1001961308?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Senior Python Developer","
ASTEK Polska
","Warszawa, Śródmieście","Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
"https://www.pracuj.pl/praca/ekspert-ds-analizowania-i-raportowania-ryzyka-kredytowego-big-data-sas-warszawa,oferta,1001981388?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Ekspert ds. Analizowania i Raportowania Ryzyka Kredytowego Big Data/SAS","
PKO Bank Polski SA
",Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Ekspert,praca od zaraz,,
"https://www.pracuj.pl/praca/kierownik-zespolu-analityki-big-data-warszawa,oferta,1001981386?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Kierownik Zespołu Analityki Big Data","
PKO Bank Polski SA
","Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,Kierownik / Koordynator,praca od zaraz,,
"https://www.pracuj.pl/praca/consultant-project-manager-culture-engagement-and-talent-advisory-warszawa,oferta,1002005894?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Consultant - Project Manager - Culture, Engagement and Talent Advisory ","
SPENCER STUART STAR POLAND sp. z o.o.
",Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
"https://www.pracuj.pl/praca/customer-service-operations-analyst-anti-money-laundering-warszawa,oferta,1001977889?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Customer Service & Operations Analyst - Anti Money Laundering","
National Westminster Bank plc
",Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/hardware-system-test-engineer-masovian,oferta,9230902?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Hardware System Test Engineer","
Nokia
",mazowieckie,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/backend-engineer-for-cloud-healthcare-services-warszawa,oferta,1001967050?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Backend Engineer for Cloud Healthcare Services","
Samsung R&D Institute Poland
","Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/kyc-senior-analyst-with-german-warszawa,oferta,1001977761?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
KYC Senior Analyst with German","
Accenture Operations
",Warszawa,Umowa o pracę,Pełny etat,"praca hybrydowa, praca zdalna",Starszy specjalista (Senior),,Робота для іноземців,
"https://www.pracuj.pl/praca/data-scientist-for-recommendation-system-project-in-artificial-intelligence-team-warszawa,oferta,1001967100?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Data Scientist for Recommendation System Project in Artificial Intelligence Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
"https://www.pracuj.pl/praca/junior-marketing-sales-reporting-specialist-warszawa,oferta,1001981164?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Junior Marketing & Sales Reporting Specialist,JTI GBS POLAND Sp. z o.o.,"Warszawa, Wola",Umowa na zastępstwo,Pełny etat,,Młodszy specjalista (Junior),,,
"https://www.pracuj.pl/praca/junior-marketing-sales-reporting-specialist-warszawa,oferta,1001981166?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369", Junior Marketing & Sales Reporting Specialist,JTI GBS POLAND Sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",,,
"https://www.pracuj.pl/praca/corporate-tax-accounting-manager-warszawa,oferta,1001981167?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Corporate Tax Accounting Manager,JTI GBS POLAND Sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,Menedżer,,,
"https://www.pracuj.pl/praca/c-b-finance-operations-manager-jt-international-sa-warszawa,oferta,1001981165?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",C&B Finance Operations Manager (JT International SA),JTI GBS POLAND Sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,Menedżer,,,
"https://www.pracuj.pl/praca/c-b-operations-finance-manager-warszawa,oferta,1001981215?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",C&B Operations Finance Manager ,JTI GBS POLAND Sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,Menedżer,,,
"https://www.pracuj.pl/praca/business-analyst-consulting-warszawa,oferta,1001980858?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","Business Analyst, Consulting",Bain Global Business Services Center Sp. z o.o. ,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/it-business-analyst-business-insights-data-warszawa,oferta,1001978068?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",IT Business Analyst Business Insights & Data,Alcon Polska,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),praca od zaraz,Робота для іноземців,
"https://www.pracuj.pl/praca/data-science-advisor-warszawa,oferta,1001981349?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Data Science Advisor,KPMG,"Warszawa, Śródmieście","Umowa o pracę, Umowa zlecenie, Kontrakt B2B",Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/junior-marketing-sales-reporting-specialist-warszawa,oferta,1001981338?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Junior Marketing & Sales Reporting Specialist,JTI GBS POLAND Sp. z o.o.,"Warszawa, Wola",Umowa na zastępstwo,Pełny etat,,Młodszy specjalista (Junior),,,
"https://www.pracuj.pl/praca/c-b-finance-operations-manager-jt-international-sa-warszawa,oferta,1001981314?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",C&B Finance Operations Manager (JT International SA),JTI GBS POLAND Sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,Menedżer,,,
"https://www.pracuj.pl/praca/junior-marketing-sales-reporting-specialist-warszawa,oferta,1001981184?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369", Junior Marketing & Sales Reporting Specialist,JTI GBS POLAND Sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",,,
"https://www.pracuj.pl/praca/c-b-operations-finance-manager-warszawa,oferta,1001981186?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",C&B Operations Finance Manager ,JTI GBS POLAND Sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,Menedżer,,,
"https://www.pracuj.pl/praca/corporate-tax-accounting-manager-warszawa,oferta,1001981316?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Corporate Tax Accounting Manager,JTI GBS POLAND Sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,Menedżer,,,
"https://www.pracuj.pl/praca/data-scientist-for-business-intelligence-project-in-ai-team-warszawa,oferta,1001985159?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Data Scientist for Business Intelligence Project in AI Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/junior-data-scientist-for-business-intelligence-project-in-ai-team-warszawa,oferta,1001985122?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369", Junior Data Scientist for Business Intelligence Project in AI Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Młodszy specjalista (Junior),,,
"https://www.pracuj.pl/praca/senior-data-scientist-for-business-intelligence-project-in-ai-team-warszawa,oferta,1001985166?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369", Senior Data Scientist for Business Intelligence Project in AI Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Starszy specjalista (Senior),,,
"https://www.pracuj.pl/praca/customer-success-manager-warszawa,oferta,1002010097?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Customer Success Manager,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
"https://www.pracuj.pl/praca/internship-data-engineer-assistant-krakow,oferta,1001998166?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Internship – Data Engineer Assistant,Hitachi Energy Services Sp. z o.o. ,"Kraków, Stare Miasto",Umowa o staż / praktyki,Część etatu,praca zdalna,Praktykant / Stażysta,,,
"https://www.pracuj.pl/praca/projektant-ka-programista-ka-hurtowni-danych-ms-sql-warszawa,oferta,1001998176?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Projektant(-ka)/ Programista(-ka) Hurtowni Danych MS-SQL,EOS Poland Sp. z o.o. ,Warszawa,"Umowa o pracę, Kontrakt B2B",Pełny etat,"praca stacjonarna, praca hybrydowa","Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,
"https://www.pracuj.pl/praca/internship-linguist-with-german-warszawa,oferta,1001998238?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Internship - Linguist with German,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa zlecenie,Pełny etat,praca hybrydowa,Praktykant / Stażysta,,,
"https://www.pracuj.pl/praca/internship-natural-language-processing-intern-in-artificial-intelligence-team-warszawa,oferta,1001998239?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Internship - Natural Language Processing Intern in Artificial Intelligence Team ,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa zlecenie,"Część etatu, Pełny etat",praca hybrydowa,Praktykant / Stażysta,,,
"https://www.pracuj.pl/praca/ai-lab-warszawa,oferta,1002007474?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",AI Lab,Deloitte Polska,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Praktykant / Stażysta,,,
"https://www.pracuj.pl/praca/cloud-bi-etl-devops-consultant-warszawa,oferta,1002007198?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Cloud BI/ETL/DevOps Consultant,CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/application-support-specialist-application-administrator-warszawa,oferta,1002007188?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Application Support Specialist - Application Administrator,CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
"https://www.pracuj.pl/praca/architekt-business-intelligence-bi-poznan,oferta,1002007317?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Architekt Business Intelligence (BI),Dr.Max Polska,Poznań,Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/architekt-business-intelligence-bi-warszawa,oferta,1002007458?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Architekt Business Intelligence (BI),Dr.Max Polska,Warszawa,Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/architekt-business-intelligence-bi-szczecin,oferta,1002007327?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Architekt Business Intelligence (BI),Dr.Max Polska,Szczecin,Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/architekt-business-intelligence-bi-wroclaw,oferta,1002008453?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Architekt Business Intelligence (BI),Dr.Max Polska,Wrocław,Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/architekt-business-intelligence-bi-gdansk,oferta,1002007348?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Architekt Business Intelligence (BI),Dr.Max Polska,Gdańsk,Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/architekt-business-intelligence-bi-lodz,oferta,1002007340?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Architekt Business Intelligence (BI),Dr.Max Polska,Łódź,Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/architekt-business-intelligence-bi-krakow,oferta,1002007318?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Architekt Business Intelligence (BI),Dr.Max Polska,Kraków,Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/internship-intern-in-software-development-infrastructure-team-warszawa,oferta,1002010112?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Internship – Intern in Software Development Infrastructure Team ,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa zlecenie,Pełny etat,praca hybrydowa,Praktykant / Stażysta,,,
"https://www.pracuj.pl/praca/crm-specialist-warszawa,oferta,1002010119?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",CRM Specialist,Avon Cosmetics Polska Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/chatbot-software-developer-warszawa,oferta,1002010271?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Chatbot Software Developer,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/senior-cash-collector-with-arabic-warszawa,oferta,1002010292?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Senior Cash Collector with Arabic,Accenture Operations,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Starszy specjalista (Senior),,Робота для іноземців,
"https://www.pracuj.pl/praca/ht-functional-consultant-with-erp-industry-solutions-cn-masovian,oferta,9317083?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",HT Functional Consultant with ERP Industry Solutions (CN),Accenture Capability Network,mazowieckie,Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,szukamy wielu kandydatów
"https://www.pracuj.pl/praca/it-solution-architect-connected-industry-warszawa,oferta,1002013927?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",IT Solution Architect (Connected Industry),Robert Bosch Sp. z o.o.,"Warszawa, Włochy",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/credit-controller-warszawa,oferta,1002014754?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Credit Controller,Dentsply Sirona Poland Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/legal-counsel-data-privacy-cybersecurity-warszawa,oferta,1002023716?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Legal Counsel Data Privacy & Cybersecurity","
Huawei Polska Sp. z o.o.
","Warszawa, Mokotów",Kontrakt B2B,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
"https://www.pracuj.pl/praca/mlodszy-programista-hurtowni-danych-warszawa,oferta,1002023680?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Młodszy Programista Hurtowni Danych ","
PROVIDENT Polska
",Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Młodszy specjalista (Junior),,,
"https://www.pracuj.pl/praca/senior-frontend-developer-warszawa,oferta,1001984916?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Senior Frontend Developer","
Samsung R&D Institute Poland
","Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Starszy specjalista (Senior),,,
"https://www.pracuj.pl/praca/koordynator-ds-analiz-biznesowych-i-optymalizacji-procesow-w-zespole-customer-ex-warszawa,oferta,1002009900?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Koordynator ds. Analiz Biznesowych i Optymalizacji Procesów w zespole Customer Experience – Europa","
CEMEX Polska Sp. z o.o.
","Warszawa, Włochy",Umowa o pracę,Pełny etat,,Kierownik / Koordynator,,,
"https://www.pracuj.pl/praca/junior-operations-specialist-warszawa,oferta,1001977655?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Junior Operations Specialist","
SII Sp. z o.o.
","Warszawa, Mokotów","Umowa o pracę, Kontrakt B2B",Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),praca od zaraz,,
"https://www.pracuj.pl/praca/python-developer-with-aws-warszawa,oferta,1001977667?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Python Developer with AWS","
SII Sp. z o.o.
","Warszawa, Mokotów","Umowa o pracę, Kontrakt B2B",Pełny etat,"praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/internal-audit-manager-it-auditor-warszawa,oferta,1002019335?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Internal Audit Manager (IT Auditor)","
NORDEA Bank Abp SA Oddział w Polsce
",Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Menedżer,,,
"https://www.pracuj.pl/praca/it-helpdesk-technician-warszawa,oferta,1001984692?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
IT HelpDesk Technician","
SeaChange Polska sp. z o.o.
","Warszawa, Śródmieście","Umowa o pracę, Kontrakt B2B",Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),praca od zaraz,,
"https://www.pracuj.pl/praca/specjalista-ds-badan-satysfakcji-i-doswiadczen-klienta-warszawa,oferta,1002007007?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Specjalista ds. Badań Satysfakcji i Doświadczeń Klienta","
Nationale-Nederlanden
",Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/senior-performance-marketing-specialist-warszawa,oferta,1001974946?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","
Senior Performance Marketing Specialist","
Pracuj.pl dla Firm
",Warszawa,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
"https://www.pracuj.pl/praca/finance-risk-data-operations-vice-president-warszawa,oferta,1001977605?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Finance Risk Data Operations - Vice President,J.P. Morgan Poland Services sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,"Kierownik / Koordynator, Menedżer",,,
"https://www.pracuj.pl/praca/finance-risk-data-operations-financial-controller-analyst-warszawa,oferta,1001977600?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Finance Risk Data Operations Financial Controller – Analyst,J.P. Morgan Poland Services sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/top-account-manager-warszawa,oferta,1001977467?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Top Account Manager,T-Mobile,"Warszawa, Mokotów",Kontrakt B2B,Pełny etat,"praca hybrydowa, praca zdalna",Menedżer,,,
"https://www.pracuj.pl/praca/specjalista-ds-wdrozen-it-warszawa,oferta,1002009423?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Specjalista ds. Wdrożeń IT,Innsoft Sp. z o.o.,"Warszawa, Praga-Południe",Kontrakt B2B,Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/customs-advisor-warszawa,oferta,1002006673?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Customs Advisor,Cargill Poland Sp. z o.o.,Warszawa,Umowa o pracę tymczasową,Dodatkowa / tymczasowa,"praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/relationship-manager-citi-global-clients-warszawa,oferta,1001984272?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Relationship Manager (Citi Global Clients),Citi Handlowy,Warszawa,Umowa o pracę,Pełny etat,,Menedżer,,,
"https://www.pracuj.pl/praca/corporate-it-internal-auditor-warszawa,oferta,1002017217?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Corporate IT Internal Auditor ,Biedronka (Jeronimo Martins Polska S.A.),"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca stacjonarna,"Kierownik / Koordynator, Menedżer",,,
"https://www.pracuj.pl/praca/crm-system-specialist-warszawa,oferta,1001996869?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",CRM System Specialist,Grafton Recruitment,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Asystent,,,
"https://www.pracuj.pl/praca/glowny-specjalista-ds-systemow-informacyjnych-hr-mazowieckie,oferta,9312565?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Główny Specjalista ds. Systemów Informacyjnych HR,Orange Polska,mazowieckie,Umowa o pracę,Pełny etat,praca stacjonarna,Starszy specjalista (Senior),,,
"https://www.pracuj.pl/praca/ekspert-ds-analizy-i-wsparcia-procesow-bezpieczenstwa-informacji-warszawa,oferta,1002009202?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Ekspert ds. analizy i wsparcia procesów bezpieczeństwa informacji,Citi Handlowy,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/junior-data-reviewer-with-english-and-bosnian-croatian-serbian-macedonian-warszawa,oferta,1001984036?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Junior Data Reviewer with English and Bosnian/Croatian/Serbian/Macedonian,Accenture Operations,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),,Робота для іноземців,
"https://www.pracuj.pl/praca/data-engineer-system-integrator-expert-warszawa,oferta,1002006477?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Data Engineer / System Integrator Expert,Orange Polska,"Warszawa, Ochota",Umowa o pracę,Pełny etat,praca hybrydowa,Ekspert,,,
"https://www.pracuj.pl/praca/senior-business-analyst-sql-python-internal-audit-warszawa,oferta,1002017001?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Senior Business Analyst SQL/Python - Internal Audit,Citi Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Starszy specjalista (Senior),,,
"https://www.pracuj.pl/praca/product-owner-data-cloud-warszawa,oferta,1001983980?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Product owner (Data & Cloud),BEC Poland,"Warszawa, Śródmieście","Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/corporate-fp-a-analyst-warszawa,oferta,1001983936?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Corporate FP&A Analyst,Discovery Polska Sp. z o.o.,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,Робота для іноземців,
"https://www.pracuj.pl/praca/monitoring-and-reporting-individual-contractors-warszawa,oferta,1001976985?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Monitoring and Reporting Individual Contractors,UNICEF Emergency Response Office in Poland,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,szukamy wielu kandydatów / wakaty: 2
"https://www.pracuj.pl/praca/finance-associate-gs6-warszawa,oferta,1001976964?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369","Finance Associate, GS6",UNICEF Emergency Response Office in Poland,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/customer-service-specialist-with-german-warszawa,oferta,1001996645?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Customer Service Specialist with German,Grafton Recruitment,Warszawa,Umowa o pracę,"Część etatu, Pełny etat",praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/programista-hurtowni-danych-warszawa,oferta,1001993180?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Programista Hurtowni Danych,PROVIDENT Polska,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/etl-developer-data-delivery-compliance-warszawa,oferta,1001983842?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",ETL Developer - Data Delivery&Compliance,BEC Poland,"Warszawa, Śródmieście","Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
"https://www.pracuj.pl/praca/finance-data-operations-specialist-warszawa,oferta,1002008951?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Finance Data Operations Specialist,J.P. Morgan Poland Services sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
"https://www.pracuj.pl/praca/junior-lawyer-warszawa,oferta,1001996504?s=6e6ce0a6&searchId=e5dcca80-213c-11ed-9b35-27603464b369",Junior Lawyer,Edenred Polska Sp. z o.o.,"Warszawa, Śródmieście","Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,Młodszy specjalista (Junior),praca od zaraz,,
